,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
16021,Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,Take-Two Interactive,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16023,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008.0,Adventure,System Soft,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16024,Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16025,Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Tornado Studios,E
16026,Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.116133442712647,50.0,Codemasters,E
16027,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011.0,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16028,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16029,Gaku ? Ou: The Royal Seven Stars,PSP,2012.0,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16030,Quantum Break,PC,2016.0,Action,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Remedy Entertainment,M
16031,Online Chess Kingdoms,PSP,2006.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,Konami,E
16032,Rayman 10th Anniversary,GBA,2005.0,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16033,RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Infogrames,E
16034,Race Driver: Create & Race,DS,2007.0,Racing,Codemasters,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16035,Storm Lover Kai!!,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16036,Minna to Issho,PSV,2011.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16037,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16038,FIFA Soccer 08,PC,2007.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.116133442712647,50.0,EA Canada,E
16039,Enkaku Sousa: Sana e no 23 Hiai,PSP,2009.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16040,Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016.0,Action,Namco Bandai Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16041,Command & Conquer 4: Tiberian Twilight,PC,2010.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16042,Hummer Badlands,XB,2006.0,Racing,Global Star,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,Eutechnyx,E
16043,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16044,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16045,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16046,Iron Soldier 3,PS,1999.0,Simulation,Telegames,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16047,UNO 52,DS,2006.0,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Black Lantern Studios,E
16048,Tiger & Bunny: Hero's Day,PSP,2013.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16049,Turbo: Super Stunt Squad,Wii,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Torus Games,E
16050,Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Torus Games,E
16051,Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16052,Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16053,Poupee Girl DS,DS,2009.0,Misc,Alvion,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16054,Choro Q,PS2,2003.0,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16055,Just Cause,PS2,2006.0,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.06,68.81214905564063,23.0,7.7,41.0,Avalanche Studios,M
16056,Narcissus: Moshimo Ashita ga Runara,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16057,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16058,IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,Bethesda Softworks,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Bethesda Softworks,E10+
16059,"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16060,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16061,Drone Tactics,DS,2007.0,Strategy,Success,0.01,0.0,0.0,0.0,0.06,73.0,22.0,7.4,29.0,Success,E10+
16062,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16063,Technic Beat,PS2,2002.0,Misc,Arika,0.01,0.01,0.0,0.0,0.06,68.81214905564063,24.0,7.116133442712647,156.67227235438884,Arika,E
16065,Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.116133442712647,156.67227235438884,Sports Interactive,E
16066,I Love Horses: Rider's Paradise,Wii,2010.0,Simulation,Destineer,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Destineer,E
16067,DuckTales: Remastered,PC,2013.0,Action,Capcom,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.6,152.0,WayForward,E
16068,Yume Neko DS,DS,2008.0,Simulation,Sega,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16069,Germany's Next Topmodel 2011,DS,2011.0,Simulation,7G//AMES,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16070,Dream C Club,PS3,2012.0,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16071,Assetto Corsa,XOne,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,Kunos Simulazioni,E
16072,SBK Superbike World Championship,PS2,2008.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Milestone S.r.l,E10+
16073,Memories Off 6: Next Relation,PS2,2009.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16074,Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,Broccoli,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16075,Scared Rider Xechs,PS2,2010.0,Adventure,RED Entertainment,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16076,4 Play Collection - Dark Mysteries,PC,2014.0,Misc,Avanquest Software,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16077,Vitamin X: Detective B6,PSP,2012.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16078,Misshitsu no Sacrifice,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16079,Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.06,73.0,26.168198060234815,7.7,106.0,Elixir Studios,T
16080,Ouran Koukou Host Bu,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16081,King's Quest: The Complete Collection,PS4,2016.0,Adventure,Activision,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,The Odd Gentlemen,E10+
16082,Lotus Challenge,GC,2004.0,Racing,Ignition Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16083,Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.5,29.0,Haemimont,E10+
16086,Dragon Zakura DS,DS,2007.0,Misc,Electronic Arts,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16087,Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16088,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16089,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009.0,Fighting,Broccoli,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16090,Blackthorne,GBA,2003.0,Action,Activision,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.6,29.0,Mass Media,T
16091,Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16092,DokuSui: DokiDoki Suikoden,PSP,2011.0,Role-Playing,Irem Software Engineering,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16093,Contrast,PC,2013.0,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.06,68.81214905564063,24.0,7.7,156.67227235438884,Compulsion Games,T
16094,Bomberman (jp sales),PSP,2006.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16095,Blazblue: Continuum Shift Extend,PSP,2012.0,Fighting,Arc System Works,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16096,S.Y.K: Shinsetsu Saiyuuki,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16097,Black Cat,PS2,2006.0,Action,Capcom,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16098,Smart Kid's Mega Game Mix,DS,2009.0,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16099,Space Invaders Revolution,DS,2005.0,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,Marvelous Entertainment,E
16100,Wiffle Ball Advance,DS,2007.0,Sports,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16101,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011.0,Role-Playing,Unknown,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16102,Wand of Fortune: Mirai e no Prologue Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16103,Secret Game Portable,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16104,Sengoku Hime: Senran ni Mau Otometachi,PSP,2009.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16105,SpongeBob: HeroPants,PSV,2015.0,Platform,Activision,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Activision,E
16106,Kimi no Yuusha,DS,2008.0,Role-Playing,SNK Playmore,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16107,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16108,Period Cube: Torikago no Amadeus,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16109,Nobunaga no Yabou Online: Houou no Shou,PS3,2012.0,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16110,Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16111,Turok,PC,2008.0,Action,Touchstone,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,55.0,Propaganda Games,M
16112,Legoland,PC,1999.0,Action,LEGO Media,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16113,Nobunaga no Yabou DS,DS,2006.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16114,Winter Sports 3: The Great Tournament,X360,2010.0,Sports,Tradewest,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,49Games,E
16115,Valentino Rossi: The Game,PC,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.06,72.0,22.0,7.116133442712647,29.0,"Milestone, Milestone S.r.l",E
16116,Wand of Fortune Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16117,Sengoku,PC,2011.0,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.06,70.0,22.0,7.116133442712647,86.0,Paradox Development Studio,T
16118,Republique,PS4,2016.0,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.06,72.0,26.168198060234815,7.116133442712647,29.0,"Camouflaj, LLC",M
16119,Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,Happinet,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16120,Ship Simulator 2008,PC,2007.0,Simulation,Lighthouse Interactive,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,VSTEP,E
16121,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006.0,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16122,Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16123,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007.0,Misc,D3Publisher,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16124,Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Pronto Games,E
16125,NBA 2K17,PC,2016.0,Sports,Take-Two Interactive,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.116133442712647,52.0,Visual Concepts,E
16126,Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16127,Himawari: Pebble in the Sky Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16128,Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,Aerosoft,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.7,29.0,777 Studios,E10+
16129,WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,Bigben Interactive,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16130,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16131,NiGHTS into dreams...,PS2,2008.0,Platform,Sega,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16132,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16133,Guild Wars: Factions,PC,2006.0,Role-Playing,NCSoft,0.0,0.01,0.0,0.0,0.06,73.0,26.168198060234815,7.7,128.0,ArenaNet,T
16134,Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16135,WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,0.01,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,156.67227235438884,Cavia Inc.,T
16136,Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16137,GunParade Orchestra: Ao no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16138,Totally Spies! Totally Party,PS2,2008.0,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16139,Puyo Pop Fever,GC,2004.0,Puzzle,Sega,0.01,0.0,0.0,0.0,0.06,72.0,22.0,7.116133442712647,156.67227235438884,Sonic Team,E
16140,Super Stardust Ultra VR,PS4,2016.0,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.06,68.81214905564063,22.0,7.116133442712647,29.0,Sony Interactive Entertainment,E10+
16141,Total War Attila: Tyrants & Kings,PC,2016.0,Strategy,Koch Media,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16142,Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,Michaelsoft,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16143,Instant Brain,X360,2011.0,Adventure,Cave,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16144,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,Avanquest,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16145,Dead Rising,XOne,2016.0,Action,Capcom,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.7,29.0,Capcom,M
16146,Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16147,MLB 15: The Show,PSV,2015.0,Sports,Sony Computer Entertainment,0.01,0.0,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.7,29.0,SCEA San Diego Studios,E
16148,Azure Striker Gunvolt,3DS,2016.0,Action,Yacht Club Games,0.01,0.0,0.0,0.0,0.06,73.0,22.0,7.7,62.0,Inti Creates,E10+
16149,Penguins of Madagascar,Wii,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Little Orbit,E
16150,Magic Encyclopedia: Moonlight,DS,2010.0,Misc,Foreign Media Games,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16151,Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.06,73.0,22.0,7.116133442712647,55.0,Big Ant Studios,E
16152,SoulLink Extension,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16153,Codename: Panzers Phase Two,PC,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,0.06,73.0,26.168198060234815,7.7,29.0,Stormregion,T
16154,Winning Post 7 Maximum 2008,PS2,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16155,Samurai Shodown Anthology (JP sales),PS2,2008.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16156,Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16157,Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,29.0,Milestone S.r.l,E
16158,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,Media Entertainment,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16159,The Last Remnant,PC,2009.0,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.06,68.81214905564063,23.0,7.7,156.67227235438884,Square Enix,M
16160,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16161,Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16163,Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,0.0,0.01,0.0,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16164,Call of Juarez,PC,2006.0,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.06,72.0,25.0,7.7,156.67227235438884,Techland,M
16165,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,0.0,0.0,0.01,0.0,0.06,68.81214905564063,26.168198060234815,7.116133442712647,156.67227235438884,Ubisoft,E
16166,Unreal Tournament 2003,PC,2002.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.06,73.0,26.168198060234815,7.7,98.0,Digital Extremes,M
